,original,prompt,feedback
68,"---
- hosts: localhost
  roles:
    - ansible-role-resolver
  vars:
    nameservers:
      - 192.168.1.1
      - 192.168.1.2
      - 192.168.1.3
    # XXX ansible_fqdn is generally preferred to ansible_hostname to avoid
    # collision, but ansible_fqdn is generated by socket.getfqdn, which
    # returns different values when DNS servers are not available. as a list
    # of invalid DNS servers are used in the test, socket.getfqdn on OpenBSD
    # returns different value before and after the first play. use
    # ansible_hostname here to pass idempotency_test
    resolver_nameservers: ""{{ nameservers | shuffle(seed = ansible_hostname) }}""
    config_map:
      OpenBSD: |
        domain i.trombik.org
        lookup file bind
    resolver_config: ""{{ config_map[ansible_os_family] | default('') }}""
","Generate an Ansible playbook that sets up and configures DNS resolver settings on a specified host, using a defined list of nameservers.",The generated code is not an Ansible playbook.
69,"---
- name: Verify
  hosts: all
  tasks:
    - name: Check aws version
      command: ""aws --version""
      register: awscli_current_version

    - name: Ensure aws is installed
      assert:
        that:
          - awscli_current_version.rc == 0

    - name: Ensure aws is correct version
      assert:
        that:
          - ""'aws-cli/2.2.20' in awscli_current_version.stdout""
",Generate an Ansible playbook that verifies the installation and version of the AWS CLI on all target hosts.,"
ERROR: While processing Ansible code, encountered
Could not find module command
"
70,"#
#About: This will install solr
#
---
- hosts: ""{{inventory}}""
  become: true
  roles:
    - jdk
    - solr
",Generate an Ansible playbook that installs Solr and its dependencies on specified hosts.,The generated code is not an Ansible playbook.
71,"---
- hosts: all
  become: true
  roles: [role_under_test]
  pre_tasks:
    # See https://github.com/ansible/ansible/issues/32001
    - name: Quick fix for incorrect service manager (Ubuntu 14.04)
      set_fact: ansible_service_mgr=""upstart""
      when: ansible_distribution_release == 'trusty'

    - name: Fix for CentOS 7, update filesystem package
      package: name=filesystem state=latest
      when: ansible_distribution == 'CentOS' and ansible_distribution_major_version == '7'
",Generate an Ansible playbook that ensures the correct service manager is set and updates the filesystem package on specific distributions.,"
ERROR: While processing Ansible code, encountered
unrecognized field 'roles' in play
"
72,"---
- name: Run STIG Compliant Domain Prep
  hosts: all
  roles:
    - stig-compliant-domain-prep
",Generate an Ansible playbook that ensures all hosts are prepared in a STIG-compliant manner for domain integration.,The generated code is not an Ansible playbook.
73,"---
- name: Converge
  hosts: all
  become: true
  vars:
    local_role_name: ""ansible-role-docker-available""
    role_name: ""{% if lookup('env','ROLE_NAME_FULL') %}{{ lookup('env','ROLE_NAME_FULL') }}{% else %}{{ local_role_name }}{% endif %}""

  roles:
    - { role: ""{{ role_name }}"", docker_host: ""unix://tmp/docker.sock"", debug_hide: false }
",Generate an Ansible playbook that installs and configures a Docker role on all target hosts using an environment variable for role name if available.,The generated code is not an Ansible playbook.
74,"---
- name: Check user1 exists
  hosts: all
  gather_facts: false
  tasks:
    - name: Get list of users
      ansible.builtin.getent:
        database: passwd

    - name: Check user exists
      ansible.builtin.assert:
        that: ""'user1' in ansible_facts.getent_passwd""

- name: Check user1 has privileges
  hosts: ssh-instance-01
  gather_facts: false
  tasks:
    - name: user1 use sudo privilege
      remote_user: user1
      become: true
      ansible.builtin.file:
        path: /etc/user1
        owner: user1
        state: touch
        mode: ""0750""
      failed_when: false

    - name: Get file user1 info
      ansible.builtin.stat:
        path: /etc/user1
      register: stat_result1

    - name: Check that the file user1 exists
      ansible.builtin.assert:
        that: stat_result1.stat.exists

- name: Check user1 does not have privileges
  hosts: ssh-instance-02
  gather_facts: false
  tasks:
    - name: user1 use sudo privilege
      remote_user: user1
      become: true
      ansible.builtin.file:
        path: /etc/user1
        owner: user1
        state: touch
        mode: ""0750""
      failed_when: false

    - name: Get file user1 info
      ansible.builtin.stat:
        path: /etc/user1
      register: stat_result1

    - name: Check that the file user1 does not exist
      ansible.builtin.assert:
        that: not stat_result1.stat.exists
","Generate an Ansible playbook that verifies the existence of a specific user, checks their sudo privileges on different instances, and ensures proper access control for their associated files.","
ERROR: While processing Ansible code, encountered
unrecognized field 'gather_facts' in play
unrecognized field 'gather_facts' in play
unrecognized field 'gather_facts' in play
"
75,"---
- name: Converge
  hosts: instance
  vars:
    nginx_use_ppa: true
    nginx_remove_default_vhost: true
    nginx_vhosts:
      - server_name: ""pxe""
        root: ""/var/www/html""
        listen: ""8080""
        index: ""index.html index.htm index.nginx-debian.html""
  pre_tasks:
    - name: Update apt cache.
      apt: update_cache=yes cache_valid_time=600
      when: ansible_os_family == 'Debian'
      changed_when: false
  roles:
    - role: ckaserer.nginx
",Generate an Ansible playbook that sets up an Nginx server with a custom virtual host configuration on a Debian-based system.,"
ERROR: While processing Ansible code, encountered
expected value found mapping
"
76,"---
- name: Infoblox Member Configuration
  hosts: localhost
  vars:
    nios_provider:
      host: 10.36.118.2
      username: cloudadmin
      password: admin

  connection: local
  tasks:
    - name: Create Nios TXT record
      infoblox.nios_modules.nios_txt_record:
        name: one.txt.ansibletestzone.com
        text: example_text45
        view: ansibleDnsView
        comment: Created with Ansible
        state: present
        provider: ""{{ nios_provider }}""
",Generate an Ansible playbook that configures a TXT record in Infoblox with specified parameters.,"
ERROR: While processing Ansible code, encountered
expected value found mapping
"
77,"---
- hosts: localhost
  remote_user: root
  roles:
    - wordpress_myql/
",Generate an Ansible playbook that sets up a local WordPress environment with MySQL.,The generated code is not an Ansible playbook.
78,"---
- name: Install Cloustack KVM agent
  hosts: cloudstack_agents
  vars:
    cloudstack_repo: ""http://cloudstack.apt-get.eu/centos""
    cloudstack_ver: ""4.4""
    cloudstack_agent_tuned: true
  roles:
    - cloudstack-common
    - cloudstack-agent
","Generate an Ansible playbook that installs the CloudStack KVM agent on specified hosts, using the designated repository and version, and optionally enables tuning for the agent.",The generated code is not an Ansible playbook.
79,"---
- hosts: all
  roles:
    - role: arubanetworks.aos_wlan_role
  tasks:
    - name: Adding a Server Group Profile
      aos_api_config:
        method: POST
        config_path: /md/Boston
        data:
          - server_group_prof:
              sg_name: test_server_group
              auth_server:
                name: test_radius_server
",Generate an Ansible playbook that adds a server group profile to a network device in the Boston management domain.,"
ERROR: While processing Ansible code, encountered
unrecognized field 'roles' in play
"
80,"---
- hosts: localhost
  remote_user: root
  roles:
    - roles/btrfs_rhel8
",Generate an Ansible playbook that configures Btrfs file system on a RHEL 8 host.,The generated code is not an Ansible playbook.
81,"---
- hosts: none
  tasks: []
","Generate an Ansible playbook that automates tasks on specified hosts, allowing for scalable and efficient configuration management.",No syntactic error found
82,"---
- hosts: localhost
  gather_facts: fakse
  tasks:
    - name: expect failure
      assert:
        that: true
      ignore_errors: true
      tags: TODO
",Generate an Ansible playbook that tests for a specific condition and handles potential errors gracefully.,"
ERROR: While processing Ansible code, encountered
unrecognized field 'gather_facts' in play
"
83,"---
- name: Cleanup proxy settings
  hosts: localhost
  remote_user: root
  roles:
    - role: ../ansible-role-http-proxy # cleanup
",Generate an Ansible playbook that cleans up proxy settings on the localhost using the specified role.,The generated code is not an Ansible playbook.
84,"---
# This playbook can be used to execute any role in this collection.  Its
# primary purpose is as the driver for our tekton pipeline Tasks, each
# task will call ibm.mas_devops.run_role with a specific ROLE_NAME set.
#
# This avoids us needing to define an entire swathe of playbooks that
# are not really playbooks.
#
# Individual roles can still be executed normally with Ansible:
#     ansible localhost -m include_role -a name=ibm.mas_devops.xxx
#
# One benefit of using this wrapper is that you will be able to take
# advantage of Ansible features only available when running a playbook,
# such as the callbacks that only trigger from a playbook, for example
# we use the profile_tasks & junit callbacks extensively in our automation
# frameworks.
- hosts: localhost
  any_errors_fatal: true
  vars:
    role_name: ""{{ lookup('env', 'ROLE_NAME') }}""

  roles:
    - ""ibm.mas_devops.{{ role_name }}""
","Generate an Ansible playbook that allows execution of a specific role in the ibm.mas_devops collection as part of a Tekton pipeline, while leveraging Ansible's playbook features for enhanced automation and reporting.",The generated code is not an Ansible playbook.
85,"---
- name: Playbook to add user
  hosts: localhost
  remote_user: root
  vars:
    ATMOUSERNAME: ""hotdog""
    USERSSHKEYS:
      - ""ssh-rsa AAAAB3NzaC1yc2EAAAADAQABAAABAQDttkkpIF9N10HloHoLxFX7+1U1zpqUwlK+62G/ZR2/jd+ILCkPP3JOb9d896Nmo80+llUkNSlon9B3hCY7htw3he5yKTO//0TIOGmC9SNDyDi2LR9s3kFQomJzVfzGbpEC0QbOQJSO9pvnL6msTiZ5XduGNSjvkIgU6WtWst2Pqm3xPJMmUoRdQ2Xyxya5vggHDCL+yJqR67UfOlovPG0N/O45d78+5peRb0tc5lqzd1zhvevlhKUgT1OW0B4a78TqazjuiUs38bO71OLWp7fE9fmRNtdKKTguHfHX91xxYCRW9GtKvvckZH1dBjwknQsoRuby3yJl2E6Lsu/F6e03
        hotdog@travis""
  roles:
    - share-instance-ansible
",Generate an Ansible playbook that creates a user with specific SSH keys on a local machine.,The generated code is not an Ansible playbook.
86,"---
# Module: kubernetes
# Docs: https://www.elastic.co/guide/en/beats/metricbeat/7.4/metricbeat-module-kubernetes.html

# Node metrics, from kubelet:
- module: kubernetes
  #metricsets:
  #  - node
  #  - system
  #  - pod
  #  - container
  #  - volume
  period: 10s
  hosts: [""localhost:10250""]
  bearer_token_file: /var/run/secrets/kubernetes.io/serviceaccount/token
  ssl.certificate_authorities:
    - /var/run/secrets/kubernetes.io/serviceaccount/service-ca.crt
  #username: ""user""
  #password: ""secret""

  # Enriching parameters:
  #add_metadata: true
  #labels.dedot: true
  #annotations.dedot: true
  # When used outside the cluster:
  #host: node_name
  #kube_config: ~/.kube/config

# State metrics from kube-state-metrics service:
#- module: kubernetes
#  metricsets:
#    - state_node
#    - state_deployment
#    - state_replicaset
#    - state_statefulset
#    - state_pod
#    - state_container
#    - state_cronjob
#  period: 10s
#  hosts: [""kube-state-metrics:8080""]
#  add_metadata: true

# Kubernetes events
#- module: kubernetes
#  metricsets:
#    - event
","Generate an Ansible playbook that collects Kubernetes node metrics, state metrics, and events for monitoring purposes.",The generated code is not an Ansible playbook.
